2.1615,0.66314
2.1214,0.66352
2.0813,0.66391
2.0411,0.66429
2.001,0.66468
1.9609,0.66506
1.9207,0.66545
1.8806,0.66583
1.8405,0.66622
1.8003,0.6666
1.7602,0.66699
1.7201,0.66738
1.68,0.66776
1.6398,0.66815
1.5997,0.66853
1.5596,0.66892
1.5194,0.6693
1.4793,0.66969
1.4392,0.67007
1.399,0.67046
1.3589,0.67084
1.3188,0.67123
1.2787,0.67162
1.2385,0.672
1.1984,0.67239
1.1583,0.67277
1.1181,0.67316
1.078,0.67354
1.0379,0.67393
0.99774,0.67431
0.95761,0.6747
0.91748,0.67508
0.87735,0.67547
0.83722,0.67586
0.79709,0.67624
0.75696,0.67663
0.71683,0.67701
0.6767,0.6774
0.63657,0.67778
0.59644,0.67817
0.55631,0.67855
0.51618,0.67894
0.47604,0.67932
0.43591,0.67971
0.39578,0.6801
0.35565,0.68048
0.31552,0.68087
0.27539,0.68125
0.23526,0.68164
0.19513,0.68202
0.155,0.68241
0.11487,0.68279
0.074742,0.68318
0.034611,0.68356
-0.0055187,0.68395
-0.045649,0.68434
-0.085779,0.68472
-0.12591,0.68511
-0.16604,0.68549
-0.20617,0.68588
-0.2463,0.68626
-0.28643,0.68665
-0.32656,0.68703
-0.36669,0.68742
-0.40682,0.6878
-0.44695,0.68819
-0.48708,0.68858
-0.52721,0.68896
-0.56734,0.68935
-0.60747,0.68973
-0.6476,0.69012
-0.68773,0.6905
-0.72786,0.69089
-0.76799,0.69127
-0.80812,0.69166
-0.84826,0.69204
-0.88839,0.69243
-0.92852,0.69282
-0.96865,0.6932
-1.0088,0.69359
-1.0489,0.69397
-1.089,0.69436
-1.1292,0.69474
-1.1693,0.69513
-1.2094,0.69551
-1.2496,0.6959
-1.2897,0.69628
-1.1987,-2.0927
-1.1987,-2.0522
-1.1987,-2.0118
-1.1987,-1.9713
-1.1987,-1.9309
-1.1987,-1.8904
-1.1987,-1.85
-1.1986,-1.8095
-1.1986,-1.7691
-1.1986,-1.7286
-1.1986,-1.6882
-1.1986,-1.6477
-1.1986,-1.6073
-1.1986,-1.5668
-1.1985,-1.5264
-1.1985,-1.4859
-1.1985,-1.4455
-1.1985,-1.405
-1.1985,-1.3646
-1.1985,-1.3241
-1.1985,-1.2837
-1.1984,-1.2432
-1.1984,-1.2028
-1.1984,-1.1623
-1.1984,-1.1219
-1.1984,-1.0814
-1.1984,-1.041
-1.1984,-1.0005
-1.1983,-0.96006
-1.1983,-0.9196
-1.1983,-0.87915
-1.1983,-0.8387
-1.1983,-0.79825
-1.1983,-0.7578
-1.1983,-0.71735
-1.1983,-0.6769
-1.1982,-0.63645
-1.1982,-0.596
-1.1982,-0.55555
-1.1982,-0.5151
-1.1982,-0.47465
-1.1982,-0.4342
-1.1982,-0.39375
-1.1981,-0.35329
-1.1981,-0.31284
-1.1981,-0.27239
-1.1981,-0.23194
-1.1981,-0.19149
-1.1981,-0.15104
-1.1981,-0.11059
-1.198,-0.07014
-1.198,-0.029689
-1.198,0.010762
-1.198,0.051212
-1.198,0.091663
-1.198,0.13211
-1.198,0.17256
-1.1979,0.21302
-1.1979,0.25347
-1.1979,0.29392
-1.1979,0.33437
-1.1979,0.37482
-1.1979,0.41527
-1.1979,0.45572
-1.1978,0.49617
-1.1978,0.53662
-1.1978,0.57707
-1.1978,0.61752
0.99305,-0.35071
0.96222,-0.38151
0.93139,-0.41232
0.90057,-0.44312
0.86974,-0.47392
0.83891,-0.50472
0.80809,-0.53553
0.77726,-0.56633
0.74643,-0.59713
0.7156,-0.62794
0.68478,-0.65874
0.65395,-0.68954
-0.25319,-0.64635
-0.28311,-0.67623
-0.31303,-0.70612
-0.34295,-0.73601
-0.37286,-0.7659
-0.40278,-0.79579
-0.4327,-0.82568
-0.46262,-0.85557
-0.49254,-0.88546
-0.52246,-0.91534
-0.55237,-0.94523
-0.58229,-0.97512
1.1858,-1.7504
1.2276,-1.7504
1.2694,-1.7504
1.3113,-1.7505
1.3531,-1.7505
1.395,-1.7505
1.4368,-1.7505
1.4787,-1.7505
1.5205,-1.7505
1.5624,-1.7506
1.6042,-1.7506
1.1578,-1.7763
1.1578,-1.8188
1.1577,-1.8613
1.1577,-1.9038
1.1577,-1.9463
1.1577,-1.9888
1.1577,-2.0312
1.1577,-2.0737
1.1576,-2.1162
1.1576,-2.1587
1.1576,-2.2012
1.1576,-2.2437
0.089033,-0.98886
0.060215,-0.96002
0.031397,-0.93118
0.0025792,-0.90233
-0.026239,-0.87349
-0.055057,-0.84465
-0.083875,-0.81581
-0.11269,-0.78696
-0.14151,-0.75812
-0.17033,-0.72928
-0.19915,-0.70044
-0.22796,-0.67159
